gvkey,iid,datadate,tic,div
002968,85,2019/06/21,JPM.PH,
002968,85,2019/06/24,JPM.PH,
002968,85,2019/06/25,JPM.PH,
002968,85,2019/06/26,JPM.PH,
002968,85,2019/06/27,JPM.PH,
002968,85,2019/06/28,JPM.PH,
002968,87,2019/04/01,JPM.PE,
002968,87,2019/04/02,JPM.PE,
002968,87,2019/04/03,JPM.PE,
002968,87,2019/04/04,JPM.PE,
002968,87,2019/04/05,JPM.PE,
002968,87,2019/04/08,JPM.PE,
002968,87,2019/04/09,JPM.PE,
002968,87,2019/04/10,JPM.PE,
002968,87,2019/04/11,JPM.PE,
002968,87,2019/04/12,JPM.PE,
002968,87,2019/04/15,JPM.PE,
002968,87,2019/04/16,JPM.PE,
002968,87,2019/04/17,JPM.PE,
002968,87,2019/04/18,JPM.PE,
002968,87,2019/04/22,JPM.PE,
002968,87,2019/04/23,JPM.PE,
002968,87,2019/04/24,JPM.PE,
002968,87,2019/04/25,JPM.PE,
002968,87,2019/04/26,JPM.PE,
002968,87,2019/04/29,JPM.PE,
002968,87,2019/04/30,JPM.PE,
002968,87,2019/05/01,JPM.PE,0.3938
002968,87,2019/05/02,JPM.PE,
002968,87,2019/05/03,JPM.PE,
002968,87,2019/05/06,JPM.PE,
002968,87,2019/05/07,JPM.PE,
002968,87,2019/05/08,JPM.PE,
002968,87,2019/05/09,JPM.PE,
002968,87,2019/05/10,JPM.PE,
002968,87,2019/05/13,JPM.PE,
002968,87,2019/05/14,JPM.PE,
002968,87,2019/05/15,JPM.PE,
002968,87,2019/05/16,JPM.PE,
002968,87,2019/05/17,JPM.PE,
002968,87,2019/05/20,JPM.PE,
002968,87,2019/05/21,JPM.PE,
002968,87,2019/05/22,JPM.PE,
002968,87,2019/05/23,JPM.PE,
002968,87,2019/05/24,JPM.PE,
002968,87,2019/05/28,JPM.PE,
002968,87,2019/05/29,JPM.PE,
002968,87,2019/05/30,JPM.PE,
002968,87,2019/05/31,JPM.PE,
002968,87,2019/06/03,JPM.PE,
002968,87,2019/06/04,JPM.PE,
002968,87,2019/06/05,JPM.PE,
002968,87,2019/06/06,JPM.PE,
002968,87,2019/06/07,JPM.PE,
002968,87,2019/06/10,JPM.PE,
002968,87,2019/06/11,JPM.PE,
002968,87,2019/06/12,JPM.PE,
002968,87,2019/06/13,JPM.PE,
002968,87,2019/06/14,JPM.PE,
002968,87,2019/06/17,JPM.PE,
002968,87,2019/06/18,JPM.PE,
002968,87,2019/06/19,JPM.PE,
002968,87,2019/06/20,JPM.PE,
002968,87,2019/06/21,JPM.PE,
002968,87,2019/06/24,JPM.PE,
002968,87,2019/06/25,JPM.PE,
002968,87,2019/06/26,JPM.PE,
002968,87,2019/06/27,JPM.PE,
002968,87,2019/06/28,JPM.PE,
002991,01,2019/04/01,CVX,
002991,01,2019/04/02,CVX,
002991,01,2019/04/03,CVX,
002991,01,2019/04/04,CVX,
002991,01,2019/04/05,CVX,
002991,01,2019/04/08,CVX,
002991,01,2019/04/09,CVX,
002991,01,2019/04/10,CVX,
002991,01,2019/04/11,CVX,
002991,01,2019/04/12,CVX,
002991,01,2019/04/15,CVX,
002991,01,2019/04/16,CVX,
002991,01,2019/04/17,CVX,
002991,01,2019/04/18,CVX,
002991,01,2019/04/22,CVX,
002991,01,2019/04/23,CVX,
002991,01,2019/04/24,CVX,
002991,01,2019/04/25,CVX,
002991,01,2019/04/26,CVX,
002991,01,2019/04/29,CVX,
002991,01,2019/04/30,CVX,
002991,01,2019/05/01,CVX,
002991,01,2019/05/02,CVX,
002991,01,2019/05/03,CVX,
002991,01,2019/05/06,CVX,
002991,01,2019/05/07,CVX,
002991,01,2019/05/08,CVX,
002991,01,2019/05/09,CVX,
002991,01,2019/05/10,CVX,
002991,01,2019/05/13,CVX,
002991,01,2019/05/14,CVX,
002991,01,2019/05/15,CVX,
002991,01,2019/05/16,CVX,1.1900
002991,01,2019/05/17,CVX,
002991,01,2019/05/20,CVX,
002991,01,2019/05/21,CVX,
002991,01,2019/05/22,CVX,
002991,01,2019/05/23,CVX,
002991,01,2019/05/24,CVX,
002991,01,2019/05/28,CVX,
002991,01,2019/05/29,CVX,
002991,01,2019/05/30,CVX,
002991,01,2019/05/31,CVX,
002991,01,2019/06/03,CVX,
002991,01,2019/06/04,CVX,
002991,01,2019/06/05,CVX,
002991,01,2019/06/06,CVX,
002991,01,2019/06/07,CVX,
002991,01,2019/06/10,CVX,
002991,01,2019/06/11,CVX,
002991,01,2019/06/12,CVX,
002991,01,2019/06/13,CVX,
002991,01,2019/06/14,CVX,
002991,01,2019/06/17,CVX,
002991,01,2019/06/18,CVX,
002991,01,2019/06/19,CVX,
002991,01,2019/06/20,CVX,
002991,01,2019/06/21,CVX,
002991,01,2019/06/24,CVX,
002991,01,2019/06/25,CVX,
002991,01,2019/06/26,CVX,
002991,01,2019/06/27,CVX,
002991,01,2019/06/28,CVX,
003144,01,2019/04/01,KO,
003144,01,2019/04/02,KO,
003144,01,2019/04/03,KO,
003144,01,2019/04/04,KO,
003144,01,2019/04/05,KO,
003144,01,2019/04/08,KO,
003144,01,2019/04/09,KO,
003144,01,2019/04/10,KO,
003144,01,2019/04/11,KO,
003144,01,2019/04/12,KO,
003144,01,2019/04/15,KO,
003144,01,2019/04/16,KO,
003144,01,2019/04/17,KO,
003144,01,2019/04/18,KO,
003144,01,2019/04/22,KO,
003144,01,2019/04/23,KO,
003144,01,2019/04/24,KO,
003144,01,2019/04/25,KO,
003144,01,2019/04/26,KO,
003144,01,2019/04/29,KO,
003144,01,2019/04/30,KO,
003144,01,2019/05/01,KO,
003144,01,2019/05/02,KO,
003144,01,2019/05/03,KO,
003144,01,2019/05/06,KO,
003144,01,2019/05/07,KO,
003144,01,2019/05/08,KO,
003144,01,2019/05/09,KO,
003144,01,2019/05/10,KO,
003144,01,2019/05/13,KO,
003144,01,2019/05/14,KO,
003144,01,2019/05/15,KO,
003144,01,2019/05/16,KO,
003144,01,2019/05/17,KO,
003144,01,2019/05/20,KO,
003144,01,2019/05/21,KO,
003144,01,2019/05/22,KO,
003144,01,2019/05/23,KO,
003144,01,2019/05/24,KO,
003144,01,2019/05/28,KO,
003144,01,2019/05/29,KO,
003144,01,2019/05/30,KO,
003144,01,2019/05/31,KO,
003144,01,2019/06/03,KO,
003144,01,2019/06/04,KO,
003144,01,2019/06/05,KO,
003144,01,2019/06/06,KO,
003144,01,2019/06/07,KO,
003144,01,2019/06/10,KO,
003144,01,2019/06/11,KO,
003144,01,2019/06/12,KO,
003144,01,2019/06/13,KO,0.4000
003144,01,2019/06/14,KO,
003144,01,2019/06/17,KO,
003144,01,2019/06/18,KO,
003144,01,2019/06/19,KO,
003144,01,2019/06/20,KO,
003144,01,2019/06/21,KO,
003144,01,2019/06/24,KO,
003144,01,2019/06/25,KO,
003144,01,2019/06/26,KO,
003144,01,2019/06/27,KO,
003144,01,2019/06/28,KO,
003980,01,2019/04/01,DIS,
003980,01,2019/04/02,DIS,
003980,01,2019/04/03,DIS,
003980,01,2019/04/04,DIS,
003980,01,2019/04/05,DIS,
003980,01,2019/04/08,DIS,
003980,01,2019/04/09,DIS,
003980,01,2019/04/10,DIS,
003980,01,2019/04/11,DIS,
003980,01,2019/04/12,DIS,
003980,01,2019/04/15,DIS,
003980,01,2019/04/16,DIS,
003980,01,2019/04/17,DIS,
003980,01,2019/04/18,DIS,
003980,01,2019/04/22,DIS,
003980,01,2019/04/23,DIS,
003980,01,2019/04/24,DIS,
003980,01,2019/04/25,DIS,
003980,01,2019/04/26,DIS,
003980,01,2019/04/29,DIS,
003980,01,2019/04/30,DIS,
003980,01,2019/05/01,DIS,
003980,01,2019/05/02,DIS,
003980,01,2019/05/03,DIS,
003980,01,2019/05/06,DIS,
003980,01,2019/05/07,DIS,
003980,01,2019/05/08,DIS,
003980,01,2019/05/09,DIS,
003980,01,2019/05/10,DIS,
003980,01,2019/05/13,DIS,
003980,01,2019/05/14,DIS,
003980,01,2019/05/15,DIS,
003980,01,2019/05/16,DIS,
003980,01,2019/05/17,DIS,
003980,01,2019/05/20,DIS,
003980,01,2019/05/21,DIS,
003980,01,2019/05/22,DIS,
003980,01,2019/05/23,DIS,
003980,01,2019/05/24,DIS,
003980,01,2019/05/28,DIS,
003980,01,2019/05/29,DIS,
003980,01,2019/05/30,DIS,
003980,01,2019/05/31,DIS,
003980,01,2019/06/03,DIS,
003980,01,2019/06/04,DIS,
003980,01,2019/06/05,DIS,
003980,01,2019/06/06,DIS,
003980,01,2019/06/07,DIS,
003980,01,2019/06/10,DIS,
003980,01,2019/06/11,DIS,
003980,01,2019/06/12,DIS,
003980,01,2019/06/13,DIS,
003980,01,2019/06/14,DIS,
003980,01,2019/06/17,DIS,
003980,01,2019/06/18,DIS,
003980,01,2019/06/19,DIS,
003980,01,2019/06/20,DIS,
003980,01,2019/06/21,DIS,
003980,01,2019/06/24,DIS,
003980,01,2019/06/25,DIS,
003980,01,2019/06/26,DIS,
003980,01,2019/06/27,DIS,
003980,01,2019/06/28,DIS,
004060,01,2019/04/01,DD,
004060,01,2019/04/02,DD,
004060,01,2019/04/03,DD,
004060,01,2019/04/04,DD,
004060,01,2019/04/05,DD,
004060,01,2019/04/08,DD,
004060,01,2019/04/09,DD,
004060,01,2019/04/10,DD,
004060,01,2019/04/11,DD,
004060,01,2019/04/12,DD,
004060,01,2019/04/15,DD,
004060,01,2019/04/16,DD,
004060,01,2019/04/17,DD,
004060,01,2019/04/18,DD,
004060,01,2019/04/22,DD,
004060,01,2019/04/23,DD,
004060,01,2019/04/24,DD,
004060,01,2019/04/25,DD,
004060,01,2019/04/26,DD,
004060,01,2019/04/29,DD,
004060,01,2019/04/30,DD,
004060,01,2019/05/01,DD,
004060,01,2019/05/02,DD,0.1400
004060,01,2019/05/03,DD,
004060,01,2019/05/06,DD,
004060,01,2019/05/07,DD,
004060,01,2019/05/08,DD,
004060,01,2019/05/09,DD,
004060,01,2019/05/10,DD,
004060,01,2019/05/13,DD,
004060,01,2019/05/14,DD,
004060,01,2019/05/15,DD,
004060,01,2019/05/16,DD,
004060,01,2019/05/17,DD,
004060,01,2019/05/20,DD,
004060,01,2019/05/21,DD,
004060,01,2019/05/22,DD,
004060,01,2019/05/23,DD,
004060,01,2019/05/24,DD,
004060,01,2019/05/28,DD,
004060,01,2019/05/29,DD,
004060,01,2019/05/30,DD,
004060,01,2019/05/31,DD,
004060,01,2019/06/03,DD,
004060,01,2019/06/04,DD,
004060,01,2019/06/05,DD,
004060,01,2019/06/06,DD,
004060,01,2019/06/07,DD,
004060,01,2019/06/10,DD,
004060,01,2019/06/11,DD,
004060,01,2019/06/12,DD,
004060,01,2019/06/13,DD,
004060,01,2019/06/14,DD,
004060,01,2019/06/17,DD,
004060,01,2019/06/18,DD,
004060,01,2019/06/19,DD,
004060,01,2019/06/20,DD,
004060,01,2019/06/21,DD,
004060,01,2019/06/24,DD,
004060,01,2019/06/25,DD,
004060,01,2019/06/26,DD,
004060,01,2019/06/27,DD,
004060,01,2019/06/28,DD,
004503,01,2019/04/01,XOM,
004503,01,2019/04/02,XOM,
004503,01,2019/04/03,XOM,
004503,01,2019/04/04,XOM,
004503,01,2019/04/05,XOM,
004503,01,2019/04/08,XOM,
004503,01,2019/04/09,XOM,
004503,01,2019/04/10,XOM,
004503,01,2019/04/11,XOM,
004503,01,2019/04/12,XOM,
004503,01,2019/04/15,XOM,
004503,01,2019/04/16,XOM,
004503,01,2019/04/17,XOM,
004503,01,2019/04/18,XOM,
004503,01,2019/04/22,XOM,
004503,01,2019/04/23,XOM,
004503,01,2019/04/24,XOM,
004503,01,2019/04/25,XOM,
004503,01,2019/04/26,XOM,
004503,01,2019/04/29,XOM,
004503,01,2019/04/30,XOM,
004503,01,2019/05/01,XOM,
004503,01,2019/05/02,XOM,
004503,01,2019/05/03,XOM,
004503,01,2019/05/06,XOM,
004503,01,2019/05/07,XOM,
004503,01,2019/05/08,XOM,
004503,01,2019/05/09,XOM,
004503,01,2019/05/10,XOM,0.8700
004503,01,2019/05/13,XOM,
004503,01,2019/05/14,XOM,
004503,01,2019/05/15,XOM,
004503,01,2019/05/16,XOM,
004503,01,2019/05/17,XOM,
004503,01,2019/05/20,XOM,
004503,01,2019/05/21,XOM,
004503,01,2019/05/22,XOM,
004503,01,2019/05/23,XOM,
004503,01,2019/05/24,XOM,
004503,01,2019/05/28,XOM,
004503,01,2019/05/29,XOM,
004503,01,2019/05/30,XOM,
004503,01,2019/05/31,XOM,
004503,01,2019/06/03,XOM,
004503,01,2019/06/04,XOM,
004503,01,2019/06/05,XOM,
004503,01,2019/06/06,XOM,
004503,01,2019/06/07,XOM,
004503,01,2019/06/10,XOM,
004503,01,2019/06/11,XOM,
004503,01,2019/06/12,XOM,
004503,01,2019/06/13,XOM,
004503,01,2019/06/14,XOM,
004503,01,2019/06/17,XOM,
004503,01,2019/06/18,XOM,
004503,01,2019/06/19,XOM,
004503,01,2019/06/20,XOM,
004503,01,2019/06/21,XOM,
004503,01,2019/06/24,XOM,
004503,01,2019/06/25,XOM,
004503,01,2019/06/26,XOM,
004503,01,2019/06/27,XOM,
004503,01,2019/06/28,XOM,
005047,01,2019/04/01,GE,
005047,01,2019/04/02,GE,
005047,01,2019/04/03,GE,
005047,01,2019/04/04,GE,
005047,01,2019/04/05,GE,
005047,01,2019/04/08,GE,
005047,01,2019/04/09,GE,
005047,01,2019/04/10,GE,
005047,01,2019/04/11,GE,
005047,01,2019/04/12,GE,
005047,01,2019/04/15,GE,
005047,01,2019/04/16,GE,
005047,01,2019/04/17,GE,
005047,01,2019/04/18,GE,
005047,01,2019/04/22,GE,
005047,01,2019/04/23,GE,
005047,01,2019/04/24,GE,
005047,01,2019/04/25,GE,
005047,01,2019/04/26,GE,
005047,01,2019/04/29,GE,
005047,01,2019/04/30,GE,
005047,01,2019/05/01,GE,
005047,01,2019/05/02,GE,
005047,01,2019/05/03,GE,
005047,01,2019/05/06,GE,
005047,01,2019/05/07,GE,
005047,01,2019/05/08,GE,
005047,01,2019/05/09,GE,
005047,01,2019/05/10,GE,
005047,01,2019/05/13,GE,
005047,01,2019/05/14,GE,
005047,01,2019/05/15,GE,
005047,01,2019/05/16,GE,
005047,01,2019/05/17,GE,
005047,01,2019/05/20,GE,
005047,01,2019/05/21,GE,
005047,01,2019/05/22,GE,
005047,01,2019/05/23,GE,
005047,01,2019/05/24,GE,
005047,01,2019/05/28,GE,
005047,01,2019/05/29,GE,
005047,01,2019/05/30,GE,
005047,01,2019/05/31,GE,
005047,01,2019/06/03,GE,
005047,01,2019/06/04,GE,
005047,01,2019/06/05,GE,
005047,01,2019/06/06,GE,
005047,01,2019/06/07,GE,
005047,01,2019/06/10,GE,
005047,01,2019/06/11,GE,
005047,01,2019/06/12,GE,
005047,01,2019/06/13,GE,
005047,01,2019/06/14,GE,
005047,01,2019/06/17,GE,
005047,01,2019/06/18,GE,
005047,01,2019/06/19,GE,
005047,01,2019/06/20,GE,
005047,01,2019/06/21,GE,
005047,01,2019/06/24,GE,
005047,01,2019/06/25,GE,
005047,01,2019/06/26,GE,
005047,01,2019/06/27,GE,
005047,01,2019/06/28,GE,0.0100
005680,01,2019/04/01,HD,
005680,01,2019/04/02,HD,
005680,01,2019/04/03,HD,
005680,01,2019/04/04,HD,
005680,01,2019/04/05,HD,
005680,01,2019/04/08,HD,
005680,01,2019/04/09,HD,
005680,01,2019/04/10,HD,
005680,01,2019/04/11,HD,
005680,01,2019/04/12,HD,
005680,01,2019/04/15,HD,
005680,01,2019/04/16,HD,
005680,01,2019/04/17,HD,
005680,01,2019/04/18,HD,
005680,01,2019/04/22,HD,
005680,01,2019/04/23,HD,
005680,01,2019/04/24,HD,
005680,01,2019/04/25,HD,
005680,01,2019/04/26,HD,
005680,01,2019/04/29,HD,
005680,01,2019/04/30,HD,
005680,01,2019/05/01,HD,
005680,01,2019/05/02,HD,
005680,01,2019/05/03,HD,
005680,01,2019/05/06,HD,
005680,01,2019/05/07,HD,
005680,01,2019/05/08,HD,
005680,01,2019/05/09,HD,
005680,01,2019/05/10,HD,
005680,01,2019/05/13,HD,
005680,01,2019/05/14,HD,
005680,01,2019/05/15,HD,
005680,01,2019/05/16,HD,
005680,01,2019/05/17,HD,
005680,01,2019/05/20,HD,
005680,01,2019/05/21,HD,
005680,01,2019/05/22,HD,
005680,01,2019/05/23,HD,
005680,01,2019/05/24,HD,
005680,01,2019/05/28,HD,
005680,01,2019/05/29,HD,
005680,01,2019/05/30,HD,
005680,01,2019/05/31,HD,
005680,01,2019/06/03,HD,
005680,01,2019/06/04,HD,
005680,01,2019/06/05,HD,1.3600
005680,01,2019/06/06,HD,
005680,01,2019/06/07,HD,
005680,01,2019/06/10,HD,
005680,01,2019/06/11,HD,
005680,01,2019/06/12,HD,
005680,01,2019/06/13,HD,
005680,01,2019/06/14,HD,
005680,01,2019/06/17,HD,
005680,01,2019/06/18,HD,
005680,01,2019/06/19,HD,
005680,01,2019/06/20,HD,
005680,01,2019/06/21,HD,
005680,01,2019/06/24,HD,
005680,01,2019/06/25,HD,
005680,01,2019/06/26,HD,
005680,01,2019/06/27,HD,
005680,01,2019/06/28,HD,
006008,01,2019/04/01,INTC,
006008,01,2019/04/02,INTC,
006008,01,2019/04/03,INTC,
006008,01,2019/04/04,INTC,
006008,01,2019/04/05,INTC,
006008,01,2019/04/08,INTC,
006008,01,2019/04/09,INTC,
006008,01,2019/04/10,INTC,
006008,01,2019/04/11,INTC,
006008,01,2019/04/12,INTC,
006008,01,2019/04/15,INTC,
006008,01,2019/04/16,INTC,
006008,01,2019/04/17,INTC,
006008,01,2019/04/18,INTC,
006008,01,2019/04/22,INTC,
006008,01,2019/04/23,INTC,
006008,01,2019/04/24,INTC,
006008,01,2019/04/25,INTC,
006008,01,2019/04/26,INTC,
006008,01,2019/04/29,INTC,
006008,01,2019/04/30,INTC,
006008,01,2019/05/01,INTC,
006008,01,2019/05/02,INTC,
006008,01,2019/05/03,INTC,
006008,01,2019/05/06,INTC,0.3150
006008,01,2019/05/07,INTC,
006008,01,2019/05/08,INTC,
006008,01,2019/05/09,INTC,
006008,01,2019/05/10,INTC,
006008,01,2019/05/13,INTC,
006008,01,2019/05/14,INTC,
006008,01,2019/05/15,INTC,
006008,01,2019/05/16,INTC,
006008,01,2019/05/17,INTC,
006008,01,2019/05/20,INTC,
006008,01,2019/05/21,INTC,
006008,01,2019/05/22,INTC,
006008,01,2019/05/23,INTC,
006008,01,2019/05/24,INTC,
006008,01,2019/05/28,INTC,
006008,01,2019/05/29,INTC,
006008,01,2019/05/30,INTC,
006008,01,2019/05/31,INTC,
006008,01,2019/06/03,INTC,
006008,01,2019/06/04,INTC,
006008,01,2019/06/05,INTC,
006008,01,2019/06/06,INTC,
006008,01,2019/06/07,INTC,
006008,01,2019/06/10,INTC,
006008,01,2019/06/11,INTC,
006008,01,2019/06/12,INTC,
006008,01,2019/06/13,INTC,
006008,01,2019/06/14,INTC,
006008,01,2019/06/17,INTC,
006008,01,2019/06/18,INTC,
006008,01,2019/06/19,INTC,
006008,01,2019/06/20,INTC,
006008,01,2019/06/21,INTC,
006008,01,2019/06/24,INTC,
006008,01,2019/06/25,INTC,
006008,01,2019/06/26,INTC,
006008,01,2019/06/27,INTC,
006008,01,2019/06/28,INTC,
006066,01,2019/04/01,IBM,
006066,01,2019/04/02,IBM,
006066,01,2019/04/03,IBM,
006066,01,2019/04/04,IBM,
006066,01,2019/04/05,IBM,
006066,01,2019/04/08,IBM,
006066,01,2019/04/09,IBM,
006066,01,2019/04/10,IBM,
006066,01,2019/04/11,IBM,
006066,01,2019/04/12,IBM,
006066,01,2019/04/15,IBM,
006066,01,2019/04/16,IBM,
006066,01,2019/04/17,IBM,
006066,01,2019/04/18,IBM,
006066,01,2019/04/22,IBM,
006066,01,2019/04/23,IBM,
006066,01,2019/04/24,IBM,
006066,01,2019/04/25,IBM,
006066,01,2019/04/26,IBM,
006066,01,2019/04/29,IBM,
006066,01,2019/04/30,IBM,
006066,01,2019/05/01,IBM,
006066,01,2019/05/02,IBM,
006066,01,2019/05/03,IBM,
006066,01,2019/05/06,IBM,
006066,01,2019/05/07,IBM,
006066,01,2019/05/08,IBM,
006066,01,2019/05/09,IBM,1.6200
006066,01,2019/05/10,IBM,
006066,01,2019/05/13,IBM,
006066,01,2019/05/14,IBM,
006066,01,2019/05/15,IBM,
006066,01,2019/05/16,IBM,
006066,01,2019/05/17,IBM,
006066,01,2019/05/20,IBM,
006066,01,2019/05/21,IBM,
006066,01,2019/05/22,IBM,
006066,01,2019/05/23,IBM,
006066,01,2019/05/24,IBM,
006066,01,2019/05/28,IBM,
006066,01,2019/05/29,IBM,
006066,01,2019/05/30,IBM,
006066,01,2019/05/31,IBM,
006066,01,2019/06/03,IBM,
006066,01,2019/06/04,IBM,
006066,01,2019/06/05,IBM,
006066,01,2019/06/06,IBM,
006066,01,2019/06/07,IBM,
006066,01,2019/06/10,IBM,
006066,01,2019/06/11,IBM,
006066,01,2019/06/12,IBM,
006066,01,2019/06/13,IBM,
006066,01,2019/06/14,IBM,
006066,01,2019/06/17,IBM,
006066,01,2019/06/18,IBM,
006066,01,2019/06/19,IBM,
006066,01,2019/06/20,IBM,
006066,01,2019/06/21,IBM,
006066,01,2019/06/24,IBM,
006066,01,2019/06/25,IBM,
006066,01,2019/06/26,IBM,
006066,01,2019/06/27,IBM,
006066,01,2019/06/28,IBM,
006266,01,2019/04/01,JNJ,
006266,01,2019/04/02,JNJ,
006266,01,2019/04/03,JNJ,
006266,01,2019/04/04,JNJ,
006266,01,2019/04/05,JNJ,
006266,01,2019/04/08,JNJ,
006266,01,2019/04/09,JNJ,
006266,01,2019/04/10,JNJ,
006266,01,2019/04/11,JNJ,
006266,01,2019/04/12,JNJ,
006266,01,2019/04/15,JNJ,
006266,01,2019/04/16,JNJ,
006266,01,2019/04/17,JNJ,
006266,01,2019/04/18,JNJ,
006266,01,2019/04/22,JNJ,
006266,01,2019/04/23,JNJ,
006266,01,2019/04/24,JNJ,
006266,01,2019/04/25,JNJ,
006266,01,2019/04/26,JNJ,
006266,01,2019/04/29,JNJ,
006266,01,2019/04/30,JNJ,
006266,01,2019/05/01,JNJ,
006266,01,2019/05/02,JNJ,
006266,01,2019/05/03,JNJ,
006266,01,2019/05/06,JNJ,
006266,01,2019/05/07,JNJ,
006266,01,2019/05/08,JNJ,
006266,01,2019/05/09,JNJ,
006266,01,2019/05/10,JNJ,
006266,01,2019/05/13,JNJ,
006266,01,2019/05/14,JNJ,
006266,01,2019/05/15,JNJ,
006266,01,2019/05/16,JNJ,
006266,01,2019/05/17,JNJ,
006266,01,2019/05/20,JNJ,
006266,01,2019/05/21,JNJ,
006266,01,2019/05/22,JNJ,
006266,01,2019/05/23,JNJ,
006266,01,2019/05/24,JNJ,0.9500
006266,01,2019/05/28,JNJ,
006266,01,2019/05/29,JNJ,
006266,01,2019/05/30,JNJ,
006266,01,2019/05/31,JNJ,
006266,01,2019/06/03,JNJ,
006266,01,2019/06/04,JNJ,
006266,01,2019/06/05,JNJ,
006266,01,2019/06/06,JNJ,
006266,01,2019/06/07,JNJ,
006266,01,2019/06/10,JNJ,
006266,01,2019/06/11,JNJ,
006266,01,2019/06/12,JNJ,
006266,01,2019/06/13,JNJ,
006266,01,2019/06/14,JNJ,
006266,01,2019/06/17,JNJ,
006266,01,2019/06/18,JNJ,
006266,01,2019/06/19,JNJ,
006266,01,2019/06/20,JNJ,
006266,01,2019/06/21,JNJ,
006266,01,2019/06/24,JNJ,
006266,01,2019/06/25,JNJ,
006266,01,2019/06/26,JNJ,
006266,01,2019/06/27,JNJ,
006266,01,2019/06/28,JNJ,
007154,01,2019/04/01,MCD,
007154,01,2019/04/02,MCD,
007154,01,2019/04/03,MCD,
007154,01,2019/04/04,MCD,
007154,01,2019/04/05,MCD,
007154,01,2019/04/08,MCD,
007154,01,2019/04/09,MCD,
007154,01,2019/04/10,MCD,
007154,01,2019/04/11,MCD,
007154,01,2019/04/12,MCD,
007154,01,2019/04/15,MCD,
007154,01,2019/04/16,MCD,
007154,01,2019/04/17,MCD,
007154,01,2019/04/18,MCD,
007154,01,2019/04/22,MCD,
007154,01,2019/04/23,MCD,
007154,01,2019/04/24,MCD,
007154,01,2019/04/25,MCD,
007154,01,2019/04/26,MCD,
007154,01,2019/04/29,MCD,
007154,01,2019/04/30,MCD,
007154,01,2019/05/01,MCD,
007154,01,2019/05/02,MCD,
007154,01,2019/05/03,MCD,
007154,01,2019/05/06,MCD,
007154,01,2019/05/07,MCD,
007154,01,2019/05/08,MCD,
007154,01,2019/05/09,MCD,
007154,01,2019/05/10,MCD,
007154,01,2019/05/13,MCD,
007154,01,2019/05/14,MCD,
007154,01,2019/05/15,MCD,
007154,01,2019/05/16,MCD,
007154,01,2019/05/17,MCD,
007154,01,2019/05/20,MCD,
007154,01,2019/05/21,MCD,
007154,01,2019/05/22,MCD,
007154,01,2019/05/23,MCD,
007154,01,2019/05/24,MCD,
007154,01,2019/05/28,MCD,
007154,01,2019/05/29,MCD,
007154,01,2019/05/30,MCD,
007154,01,2019/05/31,MCD,1.1600
007154,01,2019/06/03,MCD,
007154,01,2019/06/04,MCD,
007154,01,2019/06/05,MCD,
007154,01,2019/06/06,MCD,
007154,01,2019/06/07,MCD,
007154,01,2019/06/10,MCD,
007154,01,2019/06/11,MCD,
007154,01,2019/06/12,MCD,
007154,01,2019/06/13,MCD,
007154,01,2019/06/14,MCD,
007154,01,2019/06/17,MCD,
007154,01,2019/06/18,MCD,
007154,01,2019/06/19,MCD,
007154,01,2019/06/20,MCD,
007154,01,2019/06/21,MCD,
007154,01,2019/06/24,MCD,
007154,01,2019/06/25,MCD,
007154,01,2019/06/26,MCD,
007154,01,2019/06/27,MCD,
007154,01,2019/06/28,MCD,
007257,01,2019/04/01,MRK,
007257,01,2019/04/02,MRK,
007257,01,2019/04/03,MRK,
007257,01,2019/04/04,MRK,
007257,01,2019/04/05,MRK,
007257,01,2019/04/08,MRK,
007257,01,2019/04/09,MRK,
007257,01,2019/04/10,MRK,
007257,01,2019/04/11,MRK,
007257,01,2019/04/12,MRK,
007257,01,2019/04/15,MRK,
007257,01,2019/04/16,MRK,
007257,01,2019/04/17,MRK,
007257,01,2019/04/18,MRK,
007257,01,2019/04/22,MRK,
007257,01,2019/04/23,MRK,
007257,01,2019/04/24,MRK,
007257,01,2019/04/25,MRK,
007257,01,2019/04/26,MRK,
007257,01,2019/04/29,MRK,
007257,01,2019/04/30,MRK,
007257,01,2019/05/01,MRK,
007257,01,2019/05/02,MRK,
007257,01,2019/05/03,MRK,
007257,01,2019/05/06,MRK,
007257,01,2019/05/07,MRK,
007257,01,2019/05/08,MRK,
007257,01,2019/05/09,MRK,
007257,01,2019/05/10,MRK,
007257,01,2019/05/13,MRK,
007257,01,2019/05/14,MRK,
007257,01,2019/05/15,MRK,
007257,01,2019/05/16,MRK,
007257,01,2019/05/17,MRK,
007257,01,2019/05/20,MRK,
007257,01,2019/05/21,MRK,
007257,01,2019/05/22,MRK,
007257,01,2019/05/23,MRK,
007257,01,2019/05/24,MRK,
007257,01,2019/05/28,MRK,
007257,01,2019/05/29,MRK,
007257,01,2019/05/30,MRK,
007257,01,2019/05/31,MRK,
007257,01,2019/06/03,MRK,
007257,01,2019/06/04,MRK,
007257,01,2019/06/05,MRK,
007257,01,2019/06/06,MRK,
007257,01,2019/06/07,MRK,
007257,01,2019/06/10,MRK,
007257,01,2019/06/11,MRK,
007257,01,2019/06/12,MRK,
007257,01,2019/06/13,MRK,
007257,01,2019/06/14,MRK,0.5500
007257,01,2019/06/17,MRK,
007257,01,2019/06/18,MRK,
007257,01,2019/06/19,MRK,
