gvkey,iid,datadate,tic,div
114628,51,2019/05/17,GS.PN,
114628,51,2019/05/20,GS.PN,
114628,51,2019/05/21,GS.PN,
114628,51,2019/05/22,GS.PN,
114628,51,2019/05/23,GS.PN,
114628,51,2019/05/24,GS.PN,
114628,51,2019/05/28,GS.PN,
114628,51,2019/05/29,GS.PN,
114628,51,2019/05/30,GS.PN,
114628,51,2019/05/31,GS.PN,
114628,51,2019/06/03,GS.PN,
114628,51,2019/06/04,GS.PN,
114628,51,2019/06/05,GS.PN,
114628,51,2019/06/06,GS.PN,
114628,51,2019/06/07,GS.PN,
114628,51,2019/06/10,GS.PN,
114628,51,2019/06/11,GS.PN,
114628,51,2019/06/12,GS.PN,
114628,51,2019/06/13,GS.PN,
114628,51,2019/06/14,GS.PN,
114628,51,2019/06/17,GS.PN,
114628,51,2019/06/18,GS.PN,
114628,51,2019/06/19,GS.PN,
114628,51,2019/06/20,GS.PN,
114628,51,2019/06/21,GS.PN,
114628,51,2019/06/24,GS.PN,
114628,51,2019/06/25,GS.PN,
114628,51,2019/06/26,GS.PN,
114628,51,2019/06/27,GS.PN,
114628,51,2019/06/28,GS.PN,
179534,01,2019/04/01,V,
179534,01,2019/04/02,V,
179534,01,2019/04/03,V,
179534,01,2019/04/04,V,
179534,01,2019/04/05,V,
179534,01,2019/04/08,V,
179534,01,2019/04/09,V,
179534,01,2019/04/10,V,
179534,01,2019/04/11,V,
179534,01,2019/04/12,V,
179534,01,2019/04/15,V,
179534,01,2019/04/16,V,
179534,01,2019/04/17,V,
179534,01,2019/04/18,V,
179534,01,2019/04/22,V,
179534,01,2019/04/23,V,
179534,01,2019/04/24,V,
179534,01,2019/04/25,V,
179534,01,2019/04/26,V,
179534,01,2019/04/29,V,
179534,01,2019/04/30,V,
179534,01,2019/05/01,V,
179534,01,2019/05/02,V,
179534,01,2019/05/03,V,
179534,01,2019/05/06,V,
179534,01,2019/05/07,V,
179534,01,2019/05/08,V,
179534,01,2019/05/09,V,
179534,01,2019/05/10,V,
179534,01,2019/05/13,V,
179534,01,2019/05/14,V,
179534,01,2019/05/15,V,
179534,01,2019/05/16,V,0.2500
179534,01,2019/05/17,V,
179534,01,2019/05/20,V,
179534,01,2019/05/21,V,
179534,01,2019/05/22,V,
179534,01,2019/05/23,V,
179534,01,2019/05/24,V,
179534,01,2019/05/28,V,
179534,01,2019/05/29,V,
179534,01,2019/05/30,V,
179534,01,2019/05/31,V,
179534,01,2019/06/03,V,
179534,01,2019/06/04,V,
179534,01,2019/06/05,V,
179534,01,2019/06/06,V,
179534,01,2019/06/07,V,
179534,01,2019/06/10,V,
179534,01,2019/06/11,V,
179534,01,2019/06/12,V,
179534,01,2019/06/13,V,
179534,01,2019/06/14,V,
179534,01,2019/06/17,V,
179534,01,2019/06/18,V,
179534,01,2019/06/19,V,
179534,01,2019/06/20,V,
179534,01,2019/06/21,V,
179534,01,2019/06/24,V,
179534,01,2019/06/25,V,
179534,01,2019/06/26,V,
179534,01,2019/06/27,V,
179534,01,2019/06/28,V,
